,Unnamed: 0,actual,predicted,text,label
5358,5358,0,3,Golf: Ryder Cup pairings named Tiger Woods and Colin Montgomerie will meet in the opening four-balls at Oakland Hills.,0
5359,5359,0,2,"UK agrees to US troops request LONDON, England -- Britain has agreed to a US request to redeploy about 850 troops to central Iraq, Defence Secretary Geoff Hoon told lawmakers.",0
5373,5373,3,2,"Chirac gathers his loyalists Herv Gaymard, France #39;s agriculture minister and an ally of President Jacques Chirac, yesterday became the finance minister after Nicolas Sarkozy left to pursue presidential ambitions.",0
5375,5375,2,3,"UN staff union mulls no-confidence motion against senior UN management  - The UN staff union was meeting to discuss a no-confidence measure against senior management of the United Nations, which has been hit by a series of scandals involving top UN officials.",0
5383,5383,0,3,"U.S. Warns Iran Against Iraq Interference  - The Bush administration cautioned Iran on Wednesday against trying to influence the outcome of Iraq's election, reacting to fears that Tehran is trying to produce a Shiite-dominated Islamic government in Baghdad.",0
5392,5392,1,0,"India ; Rebels set off landmine in Kashmir, 11 dead The victims included the jeep #39;s driver and another civilian accompanying the soldiers who were headed for an operation against militants, said to be hiding in nearby mountains.",0
5398,5398,2,3,Embassy bombing girl to go home to Italy A 5-year-old girl who was taken to Singapore for treatment after being critically wounded in the Australian Embassy bombing in Indonesia will be flown home to Italy.,0
5405,5405,2,3,"Talks on Nuke Fusion Plant End Without Decision  VIENNA/BRUSSELS (Reuters) - Talks on where to build the  world's first nuclear fusion reactor ended indecisively on  Tuesday, while the European Union toned down threats to site  the plant in France.",0
5410,5410,3,2,"Summary Box: EU Leaders Sign Constitution THE EU CONSTITUTION: The landmark document, achieved after 28 months of negotiation, aims to provide simpler voting rules to end gridlock in the European Union.",0
5412,5412,3,2,RNC Creates Web Sites to Criticize Kerry  - Republicans have one message for followers of many faiths: Sen. John Kerry is wrong.,0
5414,5414,2,0,"Israelis vote to pull out of Gaza Israeli politicians have voted for a plan for Jewish settlers to leave a piece of land called the Gaza Strip. Israel has occupied the Strip, which is home to millions of Palestinians, since a war in 1967, and ",0
5426,5426,2,3,"Candidate for Democratic Party Arrested in China ONG KONG, Aug. 17  An already heated election campaign for the legislature here took an unexpected turn today with an announcement by the Democratic Party that one of its candidates had been arrested in mainland China on charges of ...",0
5443,5443,0,2,"Iraq's Sadr Facing 'Final Hours' -Government  NAJAF, Iraq (Reuters) - Iraq's government warned Shi'ite  cleric Moqtada al-Sadr on Thursday he would face a military  strike within hours unless he ended his uprising, disarmed his  militia and quit a shrine in the city of Najaf.",0
5448,5448,0,2,"Iran to respond over nuclear freeze LONDON, Oct 27 (IranMania) - Iran was to respond today to Europe #39;s offer for the Islamic Republic to avoid possible UN sanctions and receive nuclear technology by indefinitely suspending uranium enrichment, but there was little hope of a breakthrough ",0
5453,5453,0,3,"Euopean press review The death and legacy of Palestinian leader Yasser Arafat dominate today #39;s European papers. Some hold out the hope that his passing will provide a new impetus for peace in the Middle East, while others are ",0
5475,5475,2,0,"European Leaders in Rome for EU Constitution Signing At an historic ceremony in Rome on Friday, European leaders signed the treaty establishing the EU Constitution. Before it takes effect, however, the document must be ratified by all member states -- a process expected to take about two years.",0
5491,5491,0,3,Japan Considers Sanctions Vs. N. Korea  - Japan on Tuesday warned it would consider sanctions against North Korea after accusing the communist country of failing to properly investigate the fates of Japanese citizens it kidnapped years ago.,0
5515,5515,3,2,"Building Collapses at Dubai Airport  - A large wall in a building under construction at Dubai airport collapsed Monday, killing more than eight people and injuring many more, a contractor said.",0
5518,5518,3,0,Bush regrets using the word 'crusade' in war on terror  - US President George W. Bush expressed regret over using the word  crusade  to describe the  war on terror  he launched after the September 11 attacks by Al-Qaeda.,0
5537,5537,3,2,Minimum Wage to Increase in New York Republicans in the State Senate forced through a measure to gradually raise the minimum wage by \$2 to \$7.15 an hour by January 2007.,0
5540,5540,1,0,"Profile: Gilberto Rodriguez Orejuela Gilberto Rodriguez Orejuela, once one of the world #39;s most powerful criminals, has been extradited to the US to face drug smuggling and money-laundering charges.",0
5543,5543,2,1,"Wanted: Sleeping Space for Protesters. Hot Water Optional. The protesters coming to New York are receiving an outpouring of hospitality from scores of people who are opening their homes as temporary, free shelter.",0
5569,5569,2,3,"al-Qaida Hunt Achieved Limited Success  - The two suspected masterminds of the Istanbul suicide bombings are at large a year after the blasts in a scenario that's being played out around the world: police quickly make arrests, but often struggle for years to catch the organizers of terror attacks.",0
5585,5585,3,0,"Discrimination at U.S. Polls Now 'Subtler, More Creative'  - The old methods of U.S.\discrimination at the polls have been replaced by ""subtler and\more creative tactics,"" according to a report released on\Wednesday.",0
5596,5596,2,3,"Police comb UK train smash wreckage Investigators combed the tangled wreckage of an express train in southern England on Sunday, a day after it slammed into a car at a level crossing, killing at least seven people and injuring more than 100.",0
5598,5598,0,1,"Three Americans killed, one missing and presumed dead in Green ... (Baghdad, Iraq-AP) Oct. 15, 2004 - The US military now says three Americans were killed and a fourth is missing and presumed dead from an attack on Baghdad #39;s heavily-fortified Green Zone.",0
5615,5615,3,2,Envoys say war crimes probable in Darfur UNITED NATIONS -- UN envoys told the Security Council yesterday that war crimes had probably taken place on  a large and systematic scale  in Sudan's Darfur region and called for foreign police to help stop abuses.,0
5617,5617,3,0,"Hutu killers  #39;ready for international court #39; The Hutu rebel movement which claims responsibility for last week #39;s massacre of Congolese Tutsis at a refugee camp in Burundi says, unrepentantly, it is ready to appear before an international tribunal.",0
5631,5631,3,2,Putin denies opposing India #39;s veto power Russian President Vladimir Putin today said that he had been completely misinterpreted by the Indian press. Media reports had claimed that he was opposed to India #39;s right to get veto powers in the UN Security Council.,0
5633,5633,2,3,"Darfur 'fear and rape' decried  The UN High Commissioner for Human Rights says Darfur refugees live in fear, and  that rape is widespread.",0
5637,5637,3,2,"Nigerian oil platforms still occupied in jobs row Multinational oil companies began talks with hundreds of Nigerian villagers occupying three oil platforms on Monday in a dispute over jobs which shut 90,000 barrels per day of oil production.",0
5662,5662,0,3,Greek Riot Squad Bus Blast Raises Security Fears  - A roadside bomb blast targeting a police\convoy in Athens early on Friday caused no injuries but alarmed\authorities who had been insisting that Greece's leftist\guerrillas were defeated.,0
5666,5666,2,3,"India to welcome Myanmar military strongman who carried out ... NEW DELHI - India was due to roll out the red carpet Sunday for a visit by Myanmars army strongman General Than Shwe, days after he fired the nations premier who was architect of the regimes roadmap to democracy.",0
5683,5683,3,2,"Zarqawi group claims recruits attack A group led by al Qaeda ally Abu Musab al-Zarqawi has claimed responsibility for a deadly attack on Iraqi army recruits, according to an Internet statement.",0
5699,5699,0,1,"Famous Faces Add Luster to House Races  - Clooney, Paterno, Bird, Sheen: The guest list at a party for Hollywood ""A""-listers and sports legends? No, just some of famous names running for House seats or helping House candidates around the country.",0
5710,5710,3,0,"ADB warns of increasing inequality in Asia  - High economic growth helped Asia reduce poverty greatly in the past decade but the increasingly unfair distribution of income could hamper future improvement, the Asian Development Bank (ADB) warned.",0
5718,5718,2,3,Press caution over Syria Lebanon move Newspapers in the Arab world and Israel have reacted with caution to Syria #39;s decision to redeploy some of its troops in Lebanon away from the capital Beirut.,0
5723,5723,2,3,"Japan Girl Sentenced for Classmate's Death  - A family court has sentenced an 11-year-old girl to a state-run juvenile correctional facility in eastern Japan for killing her classmate with a box-cutter, an official said Wednesday.",0
5739,5739,2,3,"North Korean Media Drop Dear Leader #39; Title, Press Monitor Says North Korea #39;s official media have dropped the honorific dear leader #39; #39; from reports on Kim Jong Il, a Japanese news agency reported a day after other reports said his portrait had been removed at some public sites.",0
